hid,name,since,location,description,response_time,response_rate,acceptance,is_super_host,neighbourhood,email_verified,phone_verified,work_email_verified,identity_verified,picture,thumbnail,url
248345247,Tanapachcharapon,2019-03-12,TH,,,0.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/pictures/user/96712bb2-a841-46e7-9916-60313a518f89.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/96712bb2-a841-46e7-9916-60313a518f89.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/248345247
153749,Waraporn,2010-06-27,"Bangkok,Thailand",,,0.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/users/153749/profile_pic/1299555303/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/153749/profile_pic/1299555303/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/153749
432181188,Roberto,2021-11-16,TH,.,within an hour,1.0,1.0,0,,1,1,0,1,https://a0.muscache.com/im/pictures/user/282399d7-93a2-48c4-b337-9bbfedd6e2c0.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/282399d7-93a2-48c4-b337-9bbfedd6e2c0.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/432181188
83229287,Natthanan,2016-07-12,"Bangkok, Thailand",,,0.0,0.0,0,,0,1,0,0,https://a0.muscache.com/im/pictures/user/1cc46963-a028-40a0-b51e-79dd3ab8cf40.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/1cc46963-a028-40a0-b51e-79dd3ab8cf40.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/83229287
4913308,Attakorn,2013-01-30,"Bangkok, Thailand",,within a day,1.0,1.0,0,,1,1,1,0,https://a0.muscache.com/im/users/4913308/profile_pic/1359603563/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/4913308/profile_pic/1359603563/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/4913308
222005,Athitaya,2010-09-03,"Bangkok, Thailand","Full-time legal consultant from Bangkok, Thailand. ",,0.0,0.0,0,,1,1,0,1,https://a0.muscache.com/im/users/222005/profile_pic/1334747537/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/222005/profile_pic/1334747537/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/222005
4836941,GrongGaew,2013-01-24,"Bangkok, Thailand","Hi I'm Gaew from Bangkok, Thailand I would like to offer my Condo for short term stay at very valuable rate.New apartment near Suwannaphum Airport. I like the concept of airbnb that allow a direct and easy connection between two parties who love travelling. I myself have experienced being both a host and a guest. I always ensure that my guests get a complete information about my place and very happy to welcome them with the best hospitality i can provide.",within an hour,1.0,0.4,0,Suan Luang,1,1,0,0,https://a0.muscache.com/im/pictures/user/0d8e8680-707e-4c56-af5b-3756f4dd7d12.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/0d8e8680-707e-4c56-af5b-3756f4dd7d12.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/4836941
25536754,Joom,2015-01-03,"Bangkok, Thailand",,,0.0,0.0,0,,1,1,1,0,https://a0.muscache.com/im/users/25536754/profile_pic/1420297722/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/25536754/profile_pic/1420297722/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/25536754
263049,Tor,2010-10-15,"Bangkok, Bangkok, Thailand","Hello, my name is Tor, Escape at sathorn terrace is my project opened in this November 2010. as my background, i love design and love decoration as well as traveling and exploring the world. so i decide to make my place to be a  good room with a comfortable price for travellers. Escape hostel is the concept of ""feel at home"" boutique room that easy and feel like friend taking care friend . I reflect myself to my rooms : cozy, homey, enjoy the beauty of simple easy things, down to earth, but also individual.    Not only to invite you stay my rooms, but also want to share  my interesting area, ""charoen krung"". i hope you can feel like traveling and visiting bangkok like visiting a friend's home. ^_^    ",within an hour,1.0,1.0,0,Silom,1,1,0,1,https://a0.muscache.com/im/pictures/user/9c199090-c110-48df-8df3-6cbc361aa24e.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/9c199090-c110-48df-8df3-6cbc361aa24e.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/263049
8717079,Kriengsak,2013-09-09,"Bangkok, Bangkok, Thailand","Hi, I’m Kriengsak from Chatrium Residence Sathon Bangkok",within an hour,1.0,1.0,0,Yan Nawa,1,1,1,1,https://a0.muscache.com/im/pictures/user/9a0d9acf-c4bc-422c-baa6-5f7b78b01695.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/9a0d9acf-c4bc-422c-baa6-5f7b78b01695.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/8717079
8191888,Nan,2013-08-16,"Bangkok, Bangkok, Thailand","Thank, welcome  to My Apartment , I""m Sure,I have Apartment for you , please make sure before you make bookingPlease Note , all of My international guest ""s I Treat the Same Way,I do have my guests from my international friends , since year 2003, I just know Airbnb year 2013, im stat post my Apartments on Mid November 2013,I'm provide to you everything good Condition with clean, ready to used,If you are come to Stay for only 1-night  or 2- , please my advice to stay at least one month,my Apartments are Studio type ( Size 37 sqm ).My Apartment is not Hotels service “But I’m try my best I can “,The day you leave return my Apartment with good Condation , clean with nothing Damage Thank you. I@m fully respect to my Good International Attitude Guests.",within a day,0.5,0.0,0,Lower Sukhumvit,1,1,0,1,https://a0.muscache.com/im/pictures/user/f59f6e84-ef22-4af9-92c1-18238e2cd1fa.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/f59f6e84-ef22-4af9-92c1-18238e2cd1fa.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/8191888
4968824,Sanjay,2013-02-04,Thailand,"Thank you for viewing my listing. Should you have any inquiries or require any further information, please feel free to contact me. ",,0.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/users/4968824/profile_pic/1360053909/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/4968824/profile_pic/1360053909/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/4968824
5001761,Bell,2013-02-07,"Milan, Lombardy, Italy","Hi! everyone, I'm a student living in Milan, Italy. My home is belonging to my family, there  are five of us!! Dad, Mom, my sister, my brother and me. As we are all currently living abroad (both of my sister and brother are in San Francisco), so it's only dad and mom left in the big house. We decide to share our lovely place to our travelers. My dad and mom are very welcoming all of you to become a part of our family.  ",,0.0,0.0,0,Saphan Sung,1,1,0,1,https://a0.muscache.com/im/users/5001761/profile_pic/1360252708/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5001761/profile_pic/1360252708/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5001761
1203066,Tienchai,2011-09-24,Thailand,"Hi all, my name is Tienchai from Thailand.We just want to make you feel like home when staying with us!",,0.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/users/1203066/profile_pic/1316939807/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/1203066/profile_pic/1316939807/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/1203066
284095,Mimi,2010-11-11,"Bangkok, Thailand",Hi i am Mimi.. Hope to see you soon...i welcome you to Galleria Subway..and m sure u will love it,,0.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/pictures/user/ef88d724-f725-409b-948a-949d66de8d25.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/ef88d724-f725-409b-948a-949d66de8d25.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/284095
610315,Kasem,2011-05-21,"Bangkok, Thailand","MetroPoint Bangkok HotelEasy accessibility to both the airport as well as the city center, makes this hotel a favorable choice among travelers to Bangkok. ",,0.0,0.0,0,Bang Kapi,1,1,1,1,https://a0.muscache.com/im/users/610315/profile_pic/1306678215/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/610315/profile_pic/1306678215/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/610315
5171292,Somsak,2013-02-21,"Bangkok, Bangkok, Thailand",(Website hidden by Airbnb) Just ordinary man I run curtains & interior decoration material (website hidden) wallpaper curtain carpet etc to many hotel in Thailand more than 10 years and now it’s ours time to make it one. Ours hostel supply a good quality accommodation decor by ours goods the building come from ours house and office so this hostel running on very competitive cost. You will get a good accommodation like 4-5 stars hotel but pay at hostel price. We aim it to be the real good and cheap things in Bangkok.          Ours location is one of the best for tourists in Bangkok we are in inner city near Taksin bridge on Thonburi side of Chow-pa-ya river near to BTS station and pier. You can go to any Bangkok interesting place in most easyway (Website hidden by Airbnb) Money is important but it’s not main point of renting out ours property.We love to meet new people around the world and hope to be yours good friends in Thailand (Website hidden by Airbnb) am low profile of eat and hobby.All animal love they's life and I like to be vegetarian but still can not be.Believe in Buddha as greatest teacher and knew there are God.Smoking bad to us less than breath in the traffic jam road.The earth is ours home but men on earth is my family.See you soon.         24 hours help and service staffs / long stay rate available in cheaper / Free for :  Wi-Fi /Coffee/ drinking water /towel /bath gel & shampoo etc.,within a day,1.0,0.0,0,Thonburi,1,1,0,1,https://a0.muscache.com/im/users/5171292/profile_pic/1423427990/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5171292/profile_pic/1423427990/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5171292
8663142,ISanook Hotel,2013-09-06,"Bang Rak, Bangkok, Thailand",The hippest Residence in Bangkok,within an hour,1.0,1.0,0,Silom,1,1,0,1,https://a0.muscache.com/im/users/8663142/profile_pic/1390547303/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/8663142/profile_pic/1390547303/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/8663142
294896,Kate,2010-11-22,"Bang Phli, Samut Prakan, Thailand","Hi I'm Kate A. I am from Bangkok, Thailand.My personality just like other thais, very shy to speak with foreigner, but I don't eat spicy food. my favorite band are the velvet underground, the kinks, MGMT etc.and I always love Wes Anderson's movies.That all!",,0.0,1.0,0,,1,1,0,0,https://a0.muscache.com/im/pictures/user/fea0fcac-6954-4157-ad6a-01b5b9d88410.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/fea0fcac-6954-4157-ad6a-01b5b9d88410.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/294896
302658,Srisuk,2010-11-28,Thailand,I live in the main house with friends :) Welcome to the pool house--too bad there is a fence separated the pool area from the main house--- otherwise we can play together...:P,,0.0,0.0,0,Aree,1,1,0,0,https://a0.muscache.com/im/users/302658/profile_pic/1342674044/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/302658/profile_pic/1342674044/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/302658
5153476,Natcha,2013-02-19,Bangkok,"Thai Love Food and Travel Thank you for viewing my listing. Should you have any inquiries or require any further information, please feel free to contact me.",,0.0,0.0,0,Klong Toey,1,1,0,0,https://a0.muscache.com/im/users/5153476/profile_pic/1361801347/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5153476/profile_pic/1361801347/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5153476
323158,Sue,2010-12-20,Thailand,I like to travel and visit new places. Have been to many countries around the world and loving it. Still so much more to explore!! ,within a few hours,1.0,0.5,0,Chatuchak,1,1,1,1,https://a0.muscache.com/im/users/323158/profile_pic/1402400341/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/323158/profile_pic/1402400341/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/323158
3769704,Pat,2012-10-05,"Bangkok, Thailand","Thailand, Shopping - Clubbing - travelingThank you for viewing my listing. Should you have any inquiries or require any further information, please feel free to contact me. I'll be more than happy to answer you.",,0.0,0.0,0,,0,1,0,0,https://a0.muscache.com/im/users/3769704/profile_pic/1349462286/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/3769704/profile_pic/1349462286/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/3769704
8362130,Luckana,2013-08-24,"Bangkok, Thailand","Luckana is my name, I was born, studied and live in Bangkok. Love to travel, eat, shop, adventure trip and like to meet people around the world.",,0.0,0.0,0,,1,1,1,0,https://a0.muscache.com/im/pictures/user/d4f2875f-da6b-45bc-a5e5-c181c63f91ea.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/d4f2875f-da6b-45bc-a5e5-c181c63f91ea.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/8362130
545890,Henry,2011-04-30,"Bangkok, Thailand","Hello!Our collection of privately owned apartments in central Bangkok, could be just the locations you are looking for on your next visit to Thailand. Our selection of properties all have well proportioned rooms and are furnished to the highest standards. All are bright, spacious and perfectly located. You can view detailed descriptions and pictures of our properties here as well as check availability. Please contact us to reserve properties, or if you have any questions. We look forward to welcoming you to Thailand.Henry",a few days or more,0.43,0.0,0,Klong Toey,1,1,0,1,https://a0.muscache.com/im/users/545890/profile_pic/1352942942/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/545890/profile_pic/1352942942/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/545890
8807437,Oillie,2013-09-13,"Bangkok, Bangkok, Thailand","Sawasdee ka. My name is Oillie. I currently live in Bangkok, Thailand. I love dogs and animals. I got four Afghanhounds. I enjoy meeting people and traveling. I am a responsible person and like to keep thing clean. I swim, cycle and run. And I enjoy the little things: a good coffee, a good book, and a nice walk in the park or in the city.",within an hour,1.0,1.0,0,Bangkok Yai,1,1,0,1,https://a0.muscache.com/im/pictures/user/3bde586e-43d3-4c26-a089-e74e5102e8a3.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/3bde586e-43d3-4c26-a089-e74e5102e8a3.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/8807437
5265861,Chuchart,2013-02-28,Thailand,,,0.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/users/5265861/profile_pic/1362072063/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5265861/profile_pic/1362072063/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5265861
5297436,Anya,2013-03-03,Bangkok,"Journalist, travel a lot. ",,0.0,0.0,0,Ratchathewi/Phaya Thai,1,1,0,0,https://a0.muscache.com/im/users/5297436/profile_pic/1362309652/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5297436/profile_pic/1362309652/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5297436
578110,Muay,2011-05-11,"Bangkok, Thailand","Hey, i would really like to welcome you to my beautiful property here and would love to host you! ",,0.0,0.0,0,,1,1,0,1,https://a0.muscache.com/im/pictures/user/82892181-049d-430a-8c0b-6df44d4c42af.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/82892181-049d-430a-8c0b-6df44d4c42af.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/578110
596463,Dustin,2011-05-17,"Bangkok, Thailand",I am 27 years old & working as a PE teacher in Bangkok Thailand. Contact me if you would like to know more. ,,0.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/users/596463/profile_pic/1335452835/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/596463/profile_pic/1335452835/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/596463
5325919,วสวัตติ์,2013-03-04,"Ratchathewi, Bangkok, Thailand","Welcome to BangLuang House @Bangkok. We offers style, comfort and the chance to be immersed in the neighbourhood’s relaxed pace of life.",within an hour,1.0,1.0,0,Bangkok Yai,1,1,0,1,https://a0.muscache.com/im/users/5325919/profile_pic/1364873351/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5325919/profile_pic/1364873351/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5325919
5309669,Apiradee,2013-03-03,Bangkok,I'm from Bangkok and love to travel and explore the city ,,0.0,0.0,0,Sathorn,1,1,1,0,https://a0.muscache.com/im/users/5309669/profile_pic/1392892580/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5309669/profile_pic/1392892580/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5309669
703944,Parinya,2011-06-15,"Bangkok, Thailand",,within an hour,1.0,0.92,0,,1,1,0,0,https://a0.muscache.com/im/pictures/user/9369b95c-2309-4f55-a38d-26cb85a4a067.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/9369b95c-2309-4f55-a38d-26cb85a4a067.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/703944
5358785,Danny,2013-03-07,"Aadorf, Thurgau, Switzerland","I'm from Switzerland, living in Thailand 6 months of the year.",within a day,1.0,0.0,0,,1,1,0,1,https://a0.muscache.com/im/users/5358785/profile_pic/1362651835/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5358785/profile_pic/1362651835/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5358785
8841731,Sylvain Et Takae,2013-09-15,"Bangkok, Thailand","Fan de voyages et d'Asie, nous avons posé nos valises en Thaïlande il y a plusieurs années.J'espère que vous vous sentirez bien chez nous. Nous serons là pour vous faciliter la tache tout au long de votre séjour !A très bientôt.Sylvain et Takaeこんにちは！ｼﾙﾊﾞﾝとﾀｶｴです。私達は長年ﾀｲに住む､ﾌﾗﾝｽ人と日本人のｶｯﾌﾟﾙです。日本語での返信も可能なので､ご不明点があればお問い合わせ下さい。お会い出来るのを楽しみにしています！ｼﾙﾊﾞﾝ&ﾀｶｴ",a few days or more,0.0,0.0,0,Klong Toey,1,1,0,1,https://a0.muscache.com/im/users/8841731/profile_pic/1408810574/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/8841731/profile_pic/1408810574/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/8841731
58920,Gael,2009-12-01,"Ko Samui, Surat Thani, Thailand","I'm french, living in Samui and Bangkok.I run an agency in Bangkok and a private boat charter in Koh Samui. I enjoy kitesurfing (as you can see on the photo) and reading business/marketing related books.",within a few hours,1.0,1.0,0,,1,1,0,1,https://a0.muscache.com/im/users/58920/profile_pic/1263955635/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/58920/profile_pic/1263955635/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/58920
1927968,Evan,2012-03-15,"Bangkok, Thailand","Hi thereMy nickname is EvanI am 32 y.o. east Europe roots guy last 8 years living in central Bangkok with my 3 dogs. M really into East Asia and Asian culture.In my profile you can see listings in my own house (modest Thai style town house) and a nice apartment building i am taking care of.All my property is in the modern city center walking distance from MRT Lumphini - blue line.I play with my dogs, do gym/yoga, eat Chinese food and fruits, go to flea markets, interested in authentic architecture and design solutions for houses. I dream to own a big authentic antique house with a garden and a fishpond one day.If you already read all above you will definitely enjoy staying in my place .",within an hour,1.0,1.0,0,Sathorn,1,1,0,1,https://a0.muscache.com/im/pictures/user/25804285-b556-4b59-bed2-1686fb37879e.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/25804285-b556-4b59-bed2-1686fb37879e.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/1927968
5455196,Montonn,2013-03-14,"Bang Phli, Samut Prakan, Thailand",Simple and Accommodating. I have a few apartments for rent and try to keep it as simple as possible for guests. I do hope you enjoy your stay! Welcome to Bangkok!,a few days or more,0.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/users/5455196/profile_pic/1363241480/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5455196/profile_pic/1363241480/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5455196
766443,Gerd,2011-07-01,Bangkok,From BangkokI am looking forward to hosting you via Airbnb.,within an hour,1.0,0.94,0,Lower Sukhumvit,1,1,0,1,https://a0.muscache.com/im/users/766443/profile_pic/1310396467/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/766443/profile_pic/1310396467/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/766443
5480639,Chananya,2013-03-15,Bangkok,Hi I am Chananya from Bangkok Thailand.Freelance designer as well as teaching in the University.Would prefer non-smoking quests.,,0.0,0.0,0,Bang Na,1,1,0,1,https://a0.muscache.com/im/users/5480639/profile_pic/1363701129/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5480639/profile_pic/1363701129/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5480639
2129668,Wimonpak,2012-04-13,Bangkok /LONDON,"Wimonpak Prapasrianan, this is my very long Thai name. I also have nick name, Meow or Michelle.I was born in Bangkok, lived & studied in Bangkok in my early years. My teenage years were spent in London, where I did my studies in Business.During this period of my life I took a great interest in travel, that I still have, too this day.I have traveled to many countries in Europe & Asia & wish to travel to many more as well as more exotic destinations like , Africa, South America & hopefully this year Australia.Each country has taught me valuable lessons about what it means to be friendly, give & receive hospitality& look after my fellow travellers. I hope to welcome you to my studio apartments & will happily help you with any travel queries or arrangements that you need to make. Thanks You. Michelle.",within a few hours,0.9,0.86,0,Bang Kho Laem,1,1,0,1,https://a0.muscache.com/im/users/2129668/profile_pic/1334303015/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/2129668/profile_pic/1334303015/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/2129668
806600,Frances,2011-07-11,Thailand,Hi I'm Frances from Thailand.A former journalist who can now write about whatever her heart desires!,,0.0,0.0,0,,1,1,0,0,https://a0.muscache.com/im/users/806600/profile_pic/1360055273/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/806600/profile_pic/1360055273/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/806600
7045870,Jiraporn,2013-06-22,"Bangkok, Thailand","I and my husband are both Thai. We both love traveling and staying in stylish place, good location and reasonable price.  Airbnb is the good alternative for us",,0.0,0.0,0,Sai Mai,1,1,0,1,https://a0.muscache.com/im/users/7045870/profile_pic/1373659727/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/7045870/profile_pic/1373659727/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/7045870
5532025,Nalin,2013-03-19,Thailand,I am Nalin.,,0.0,0.0,0,Chatuchak,1,1,0,0,https://a0.muscache.com/im/users/5532025/profile_pic/1363792113/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5532025/profile_pic/1363792113/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5532025
5594281,Yodying,2013-03-24,"Bangkok, Thailand","Thank you for viewing my listing. Should you have any inquiries or require any further information, please feel free to contact me. ",,0.0,0.0,0,Chatuchak,1,1,0,0,https://a0.muscache.com/im/users/5594281/profile_pic/1364105653/original.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/users/5594281/profile_pic/1364105653/original.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/5594281
3323622,Phoebe,2012-08-20,"Huangpu, Shanghai, China",I like the idea of hosting - providing a cozy haven for travellers has always appealed to me.Hope you enjoy the stay in my place!,a few days or more,0.0,0.0,0,,1,1,0,1,https://a0.muscache.com/im/pictures/user/4a74e00c-4381-40f5-8edb-b07795fbfe54.jpg?aki_policy=profile_x_medium,https://a0.muscache.com/im/pictures/user/4a74e00c-4381-40f5-8edb-b07795fbfe54.jpg?aki_policy=profile_small,https://www.airbnb.com/users/show/3323622
